Location,Date,Average temperature,Lowest temperature,Highest temperature,Precipitation,Wind speed,Dew point,Relative humidity,Vapor pressure,Spot atmospheric pressure,Sea-level pressure,Duration of bright sunshine,Solar radiation quantity,Maximum depth of snow cover,Maximum depth of new snowfall,Amount of cumulus,Amount of middle and lower cloud,Average temperature of ground,Total large evaporation,Toal low evaporation
143,2017-12-22,1.9,-4.4,9.5,,1.1,-6.5,55.8,3.8,1020,1026.7,8.9,9.67,,,0.5,0.5,0.8,1.3,1.9
143,2017-12-23,2.3,-3.5,10.8,,0.5,-3.8,66.5,4.6,1017.3,1024.1,7.7,8.26,,,3.6,0,1.5,1,1.4
143,2017-12-24,3.1,0.7,5.9,11,2.5,-1.1,75.5,5.8,1006.4,1013,0.1,1.76,,,7.4,4.1,3.3,1.1,1.6
143,2017-12-25,1.6,-0.7,4.3,,4.3,-11.8,37.5,2.6,1014.5,1021.2,9,10.94,,,0.5,0.5,1,2.1,3
143,2017-12-26,1.1,-3.2,5.6,0,4,-12,39.8,2.7,1016.2,1022.9,6.9,8.56,,,3.6,3.6,0.3,2.5,3.6
143,2017-12-27,-2.3,-5.9,1.5,,4.5,-20.7,24.9,1.2,1021,1027.9,9.1,11.37,,,0,0,-2.1,2.8,3.9
143,2017-12-28,0.5,-3.6,4.7,,2.8,-12.8,37.6,2.5,1021.8,1028.7,5,7.29,,,4.4,1,-0.7,1.4,2
143,2017-12-29,5,0.6,9.1,,2.2,-2.5,58.6,5.1,1019.4,1026.1,6.1,8.35,,,6,6,3,1.3,1.9
143,2017-12-30,3.4,-2.4,8.3,,1,-1.9,70.1,5.3,1017.8,1024.5,3,6.76,,,7.5,4.8,3.2,1.1,1.6
143,2017-12-31,3.6,0.7,6.4,0,3.9,-8.7,43.1,3.4,1014.9,1021.6,8.2,10.22,,,2,1.8,3.5,2.6,3.7
143,2018-01-01,1.3,-1.3,5,,3.1,-12.6,36.1,2.4,1020.3,1027.1,9,10.87,,,0,0,0.9,1.9,2.7
143,2018-01-02,1.5,-4.7,7.7,,2.3,-8.2,50.6,3.4,1020.8,1027.6,6.3,8.29,,,3,1.6,0.1,1.9,2.7
143,2018-01-03,0.3,-2.9,4,,2.9,-15.5,30,1.8,1022,1028.8,8.4,10.38,,,3.6,0.1,0.4,2.1,2.9
143,2018-01-04,0.6,-3.3,4.8,,1.7,-12.4,38.5,2.4,1018.9,1025.7,7.5,9.95,,,7.5,3.8,1.7,1.3,1.8
143,2018-01-05,2.1,-0.4,6.5,,2.5,-11.8,36.5,2.5,1012.4,1019.1,6.8,9.77,,,3.9,2.3,3.2,2.3,3.3
143,2018-01-06,1.1,-3,6.9,,2.5,-11.1,42,2.7,1015.5,1022.2,9,11.3,,,0,0,1.3,1.8,2.5
143,2018-01-07,-0.5,-6.2,3.5,0,0.7,-9.1,54,3.1,1015.4,1022.2,1.4,4.73,,,7.9,5.8,-1.1,0.6,0.9
143,2018-01-08,2.2,0,4.6,1.5,1.8,-0.8,80.6,5.8,1003.8,1010.4,0,2.65,,,9.1,7.1,2.7,0.8,1.1
143,2018-01-09,-0.1,-2.1,3,0.1,4.9,-8.3,56,3.3,1005.6,1012.4,7.8,10.3,0.2,0.2,4.8,4.3,1.3,1.7,2.4
143,2018-01-10,-2.9,-6.7,0.5,0.5,4,-11.1,55,2.8,1010.6,1017.4,7.5,10.1,1,1,5.4,3.8,-0.8,1.6,2.3
143,2018-01-11,-6.6,-8.9,-3.3,,4.6,-16.6,45.4,1.7,1018.5,1025.5,9,11.37,,,0.9,0.9,-4.9,1.4,2.1
143,2018-01-12,-6.6,-10.6,-3,,3.1,-18.9,38.9,1.4,1023.4,1030.4,9.5,12.22,,,0,0,-5.1,1.3,1.9
143,2018-01-13,-2.5,-8,3.7,0,1.1,-10.2,56,2.9,1025.2,1032.1,5.2,8.88,,,5.5,5.5,-1.8,0.9,1.4
143,2018-01-14,-0.8,-7.2,8,,0.8,-6.4,68.8,3.8,1023.3,1030.1,8.4,12.12,,,1.1,1,-1.2,1.4,2
143,2018-01-15,4.3,-2.8,13.2,,1.1,-3.3,61.3,4.8,1016.8,1023.5,8.9,10.81,,,3,1.3,2.1,1.6,2.3
143,2018-01-16,3.4,-0.9,7,9.5,0.9,0.6,82.5,6.5,1011.4,1018.1,1.2,3.78,,,8.3,5.4,3,0.5,0.7
143,2018-01-17,4.5,3.3,6.8,9.5,1.3,3.4,92.8,7.8,1010.9,1017.5,0.2,3.71,,,8.6,7.3,4.9,0.5,0.7
143,2018-01-18,5.8,1.9,9.4,,1.9,-1.5,62.8,5.7,1015.3,1022,2.2,7.15,,,7.6,3,4.9,1.3,1.9
143,2018-01-19,2.5,-2.8,8.5,,1.7,-9.9,46,3,1016.2,1022.9,7.8,10.26,,,3.9,0.1,1.5,1.8,2.5
143,2018-01-20,1.8,-4.4,8.1,,1.2,-6.3,57.1,3.9,1015.9,1022.6,8.2,10.4,,,2,0.3,0.8,1.4,2
143,2018-01-21,2.4,-3.5,9.1,,0.8,-7.1,55.4,3.7,1016,1022.7,7.7,10.8,,,3.4,1.3,1.7,1.4,1.9
143,2018-01-22,4.5,1.1,8.8,0,1.7,-4.7,52.1,4.3,1008.6,1015.2,5,7.7,,,7.6,7,4.3,1.9,2.7
143,2018-01-23,-4.7,-8.3,3.7,,5.5,-18.1,35.3,1.6,1014,1020.9,9.3,13.12,,,0.6,0.6,-1.6,2,2.8
143,2018-01-24,-9.4,-12.3,-6.1,,5.2,-24.4,29.1,0.9,1019.7,1026.7,9.4,13.19,,,0.6,0.4,-6,1.7,2.4
143,2018-01-25,-8.7,-12.4,-4.4,,4,-22.8,31.9,1,1019.9,1026.9,8.4,11.48,,,3.9,0,-5.6,1.6,2.3
143,2018-01-26,-8.9,-13,-3.9,,3.9,-23.3,31,1,1019.5,1026.6,9.7,13.88,,,0.3,0,-5.9,1.6,2.2
143,2018-01-27,-5.6,-13.9,2.8,,1.1,-20.4,34.1,1.2,1019.8,1026.8,9.6,13.17,,,2.6,0.5,-4.1,1.8,2.6
143,2018-01-28,-1.1,-3.8,3.3,,3.5,-17.7,27.9,1.6,1013.5,1020.3,7.8,12.55,,,5.1,2.9,0.4,2.2,3.2
143,2018-01-29,-4.9,-7,-1,,4.7,-18.4,34.9,1.4,1015.3,1022.2,9.4,13.38,,,1.5,0.1,-2.8,2.1,3
143,2018-01-30,-3.5,-8.8,1.8,,2.6,-15.4,40.4,1.9,1019.1,1026,9.6,13.08,,,1.8,0.1,-3.2,1.6,2.3
143,2018-01-31,-0.3,-7.4,5.3,,1.6,-12,44,2.5,1020,1026.9,6.1,10.04,,,6.3,4.5,-1,1.6,2.3
143,2018-02-01,-0.2,-5.7,5.4,,1.5,-15.3,33.9,1.9,1020.8,1027.6,9.7,13.77,,,0,0,-0.2,2.1,2.9
143,2018-02-02,-1.5,-8.1,5.2,,1.4,-15.5,36.9,1.9,1020.2,1027,8.4,10.93,,,3.8,0.5,-2.4,1.7,2.5
143,2018-02-03,-3.2,-6.7,-0.1,,3.9,-15.6,39.5,1.9,1018.6,1025.5,9,13.68,,,0.8,0.8,-2.2,2.2,3.1
143,2018-02-04,-6.4,-9.5,-2.3,,4.7,-19.7,35.4,1.3,1019.4,1026.4,10,14.7,,,0.3,0.3,-3.6,2,2.9
143,2018-02-05,-6.2,-9,-1.6,,4.6,-20.4,32.6,1.2,1017.8,1024.7,10,14.45,,,0.6,0.6,-4.4,2.1,2.9
143,2018-02-06,-6.7,-10.9,-2.8,,3.6,-19.6,37,1.3,1017.1,1024,10,15.06,,,0.5,0.5,-4.5,1.8,2.6
143,2018-02-07,-5.3,-10.9,0.7,,2.8,-20.7,31.9,1.2,1018.5,1025.4,10.2,15.13,,,0.1,0.1,-3.2,1.9,2.6
143,2018-02-08,-3.1,-10.4,5.3,,0.8,-17.3,35.8,1.6,1017.8,1024.7,9.8,13.47,,,0,0,-2.5,1.5,2.2
143,2018-02-09,2.3,-6.5,10.6,,1,-9.6,42.3,3.1,1015.4,1022.1,8.2,12.29,,,5.6,3.6,1.6,1.6,2.3
143,2018-02-10,3.3,-2.1,8.7,,3,-9.9,41.5,3.2,1012.7,1019.3,2.4,8.47,,,7.1,3.6,2.8,2.4,3.5
143,2018-02-11,-2.3,-5.8,1.3,0,4.3,-14.7,39.3,2,1014.7,1021.5,8.6,12.73,,,3.3,3.3,-1,2,2.9
143,2018-02-12,-2.7,-7.2,1.8,0.2,3.9,-11.4,53.3,2.7,1014.2,1021.1,7.9,12.58,0.3,0.3,5.9,5.9,-0.1,1.6,2.2
143,2018-02-13,0.7,-3.5,7,0,3,-12.1,43.5,2.5,1016,1022.8,10.1,15.87,0.1,0.3,1.9,1.9,1.8,2.2,3.2
143,2018-02-14,6.6,-4.3,15,,2.2,-4.5,46.8,4.5,1010.7,1017.2,8,12.75,,,3.6,0.4,3.1,3,4.3
143,2018-02-15,5,-0.2,10.5,,2.3,-13.5,27.8,2.3,1012.9,1019.6,6.5,12.75,,,6.1,1.4,5.1,2.6,3.7
143,2018-02-16,3,-3.6,9.8,,2,-14.2,33.3,2.2,1010.3,1017,7.9,12.96,,,4.8,0.5,2.3,3.4,4.8
143,2018-02-17,1.3,-2.4,6,,3.8,-19.1,21.8,1.4,1015.8,1022.5,10.1,16.89,,,2,1,2.4,3.6,5.1
143,2018-02-18,2.1,-1.2,7.2,,2.1,-17.6,22.6,1.6,1018.3,1025,3.2,9.22,,,6.9,1.8,2.6,1.8,2.5
143,2018-02-19,4.8,-1.5,11.5,,1.3,-12.5,29.6,2.3,1015.8,1022.5,7.2,13.25,,,4.3,0.5,4.6,2.4,3.4
143,2018-02-20,4.3,-2.7,10.7,,2,-10.5,34.8,2.8,1014.9,1021.5,7.6,12.89,,,5.5,0.4,4.4,3.1,4.4
143,2018-02-21,2.8,0.5,6.9,,2.7,-17.5,21.4,1.6,1015.7,1022.4,3.7,9.7,,,6.6,1.1,3.9,2.4,3.4
143,2018-02-22,2.2,-4.8,8.2,,1.4,-14,29.8,2.1,1015.8,1022.5,10.1,16.11,,,1.3,0.5,3,2.1,3
143,2018-02-23,4.3,-4.2,11.5,0,1.1,-5.8,48.9,4.1,1016.1,1022.7,6.5,13.45,,,2.8,2.3,3.9,2,2.9
143,2018-02-24,6.4,1.4,12.2,,2,-2.9,53.5,5,1019.9,1026.6,4.2,10.18,,,5.5,2.8,6.6,1.5,2.2
143,2018-02-25,6.3,2.5,12.2,0.4,1.4,-2.6,58.5,5.3,1017.3,1023.9,2.8,9.8,,,6.5,3.6,6.6,1.6,2.3
143,2018-02-26,4.9,-3.1,13.4,,1.7,-7.8,48.3,3.6,1017.6,1024.3,10.6,17.59,,,0.3,0,6.3,2.8,4
143,2018-02-27,7,-1.8,14.7,,1.2,-4,51.9,4.6,1016.5,1023.1,6.3,13.36,,,4.6,0,6.6,2.2,3.1
143,2018-02-28,7.4,4.3,10.9,24.5,4,4.1,80.4,8.3,1001.7,1008.2,0,2.25,,,9.9,6.6,6.4,1,1.4
143,2018-03-01,5.1,-0.2,9.3,0,5.9,-6.6,47.1,4.2,1002.2,1008.8,8.3,17.12,,,4.4,2.4,5.4,3.9,5.5
143,2018-03-02,3.5,-2.8,11.6,,2.4,-12.6,33.3,2.4,1010.5,1017.1,10.6,19.06,,,3,0.1,4.1,2.7,3.9
143,2018-03-03,8.2,-0.3,17.7,,1,-3.2,47.3,4.9,1008.5,1015,9.1,16.33,,,3,0.1,6.3,2.6,3.8
143,2018-03-04,12.7,5.8,19,15.5,1.6,7.5,72.4,10.7,1007.1,1013.5,2.9,9.75,,,7.5,5.8,10.9,1.7,2.4
143,2018-03-05,5.3,2.6,12.9,7,4.2,2.2,81.3,7.4,1010.6,1017.3,0,2.8,,,9,7.1,7.2,0.8,1.1
143,2018-03-06,5.2,0.3,10.7,,2.7,-2.2,59.9,5.2,1023.1,1029.8,10.7,19.17,,,3.3,1.8,7.6,2.7,3.8
143,2018-03-07,4.7,2.4,7.9,9,2.4,0,72.4,6.2,1021.7,1028.4,0,3.26,,,9.6,7.4,4.6,0.9,1.3
143,2018-03-08,2,0,4.4,14,1.4,1.2,94.9,6.7,1011.3,1018,0,3.57,7.5,7.5,9.5,8.3,3,0.5,0.7
143,2018-03-09,2.9,-0.1,6.3,,2.1,0,82.5,6.1,1017,1023.7,2.5,10.61,,4,8.1,8.1,4.7,1.3,1.9
143,2018-03-10,6.9,-0.3,13.8,,1.9,-1.3,60.6,5.6,1016.7,1023.3,10.3,19,,,1.6,1.6,8.2,3,4.2
143,2018-03-11,8.6,2.2,15.7,,1.7,-3.3,46.1,4.9,1018.1,1024.7,10.1,19.1,,,1,1,9.2,2.9,4.1
143,2018-03-12,9.8,0.7,20.1,,1,-0.5,54,6,1015.7,1022.2,10.4,18.7,,,0,0,10.6,3,4.3
143,2018-03-13,13.3,4,23,,1.6,4.3,58.9,8.3,1012.9,1019.3,10.7,19.49,,,0,0,12.6,3.6,5.2
143,2018-03-14,16,8.2,24.4,,1.5,7,60,10.1,1013.2,1019.6,10.6,19.09,,,2.8,0,16.1,3.6,5.1
143,2018-03-15,14.8,11.9,16.5,15.5,0.9,12.8,88.8,14.9,1007.5,1013.9,0,2.54,,,9.9,7.8,14.1,0.7,1
143,2018-03-16,4,0.8,11.8,1,5,-2.3,64.9,5.3,1019,1025.7,0.7,8.16,,,6.5,5.5,5.6,1.6,2.3
143,2018-03-17,5.5,-1.9,13.6,,1.2,-3.7,56.1,4.7,1021.3,1028,11,20.81,,,2.4,0,9.7,2.7,3.8
143,2018-03-18,9.1,1.3,14.8,1.5,0.9,2.9,68.8,7.8,1014.9,1021.4,5.6,12.99,,,8.4,3.8,9.6,1.8,2.5
143,2018-03-19,8.1,4,11.3,23,3.6,6.9,92.4,10.1,1010.3,1016.8,0,2.33,,,10,7.6,9.2,1,1.5
143,2018-03-20,5.2,3.1,7.9,,5.3,-4,52.1,4.6,1017,1023.7,5.2,15.83,,,9.3,6.1,6.6,2.4,3.4
143,2018-03-21,1.7,0,3.3,12,1.5,0.7,93.3,6.4,1008.4,1015.2,0,4.4,3.3,3.3,10,7.5,2.9,0.6,0.9
143,2018-03-22,6,1.8,11.7,0.2,2.6,-1.9,60.5,5.4,1007.2,1013.8,9.2,21.14,,,3.4,2.5,8.2,2.9,4.1
143,2018-03-23,7.9,0,15.6,,1.2,-2.6,54.9,5.1,1011.8,1018.4,11.3,21.81,,,0.6,0.4,9.8,3.5,5
143,2018-03-24,11.7,4.6,18.5,,2.4,0.2,47.1,6.2,1014.9,1021.3,9.6,18.76,,,2.4,1.3,12.2,3.7,5.3
143,2018-03-25,13.9,4.9,21.8,,2,-1.3,41.6,5.7,1016.6,1023,11.3,22.15,,,0,0,14.2,5,7.2
143,2018-03-26,15.3,6.2,22.6,,2.4,-0.6,36.8,5.9,1013.9,1020.3,11.2,21.77,,,0.3,0,15,5.2,7.5
143,2018-03-27,16.3,7.9,24.1,,1.7,3,44.4,7.6,1011,1017.4,11,20.89,,,0.1,0.1,17.1,4.5,6.4
143,2018-03-28,18.2,9.8,25.9,,2,1.8,37.8,7.1,1009.6,1015.9,10.5,21.75,,,0.8,0,18.7,5.3,7.6
143,2018-03-29,15.1,10.3,23.9,,2.8,5.3,54.4,9,1013.6,1020,6.5,16.76,,,4.1,3.8,18.3,4.1,5.8
143,2018-03-30,12.9,9.5,18.5,,4,2.4,50.3,7.3,1018.6,1025.1,9.8,21.17,,,1.8,1.8,16.4,4,5.8
143,2018-03-31,15.2,6,24,,1.6,3.4,48.8,7.8,1013.7,1020.1,10.2,20.1,,,0.3,0.3,18.1,3.8,5.4
143,2018-04-01,17.5,10.2,23.7,,1.1,7,52.4,10.2,1010.2,1016.5,5.4,14.72,,,6,3,17.7,2.9,4.1
143,2018-04-02,19.7,12.9,26.5,,1.6,10.7,61,13,1009.4,1015.6,10.2,21.12,,,1.3,1.3,21.9,4.3,6.1
143,2018-04-03,20.2,13.6,27.2,,1.6,11.2,60,13.4,1010.1,1016.4,9,20.26,,,2.8,2.8,23,4.1,5.9
143,2018-04-04,10.5,7.6,18.6,18.5,4.6,7.8,84,10.7,1012.9,1019.4,0,2.53,,,9.3,7.5,12.3,0.8,1.1
143,2018-04-05,8.2,7.2,9.6,8,3.3,5.5,84.1,9,1011.6,1018.1,0,3.44,,,10,7.9,9.3,0.8,1.1
143,2018-04-06,9.5,5.8,16.2,19.5,4,1.1,63.1,7.1,1003.6,1010,5.3,16,,,7.5,5.4,12.4,4.1,5.8
143,2018-04-07,6.2,3.5,10.2,,5.9,-8.9,35,3.2,1007.1,1013.7,8,18.89,,,5,4.5,8.7,4.4,6.3
143,2018-04-08,8.9,0.5,14.2,,2.9,-4.4,41.6,4.5,1009.3,1015.8,11.3,23.32,,,2.5,2,12.1,4.3,6.2
143,2018-04-09,13.5,8.3,19.4,,2,-1.3,39.9,5.7,1010.6,1017,11.1,22.84,,,3.1,1.8,14.8,4.8,6.8
143,2018-04-10,15.5,5.3,22.5,,2.2,4.9,52,8.9,1007.7,1014,11.5,22.33,,,4.5,2.1,20.3,4.8,6.8
143,2018-04-11,19,14.5,24.1,1.5,3.7,3.7,41.8,8.8,1002.9,1009.1,11.1,23.8,,,5.4,3.1,24.5,6.5,9.3
143,2018-04-12,16.4,8,23.7,,2.9,-5,24.4,4.3,1010.8,1017.1,11.3,22.84,,,4.3,0,18.6,6.6,9.5
143,2018-04-13,12.8,7.1,18,0,3.5,-1.4,38.5,5.6,1017.3,1023.8,4.5,16.25,,,7.6,6.6,14.9,4.4,6.3
143,2018-04-14,10.5,9,12.1,18.5,2.9,7.1,81.5,10.2,1002.2,1008.6,0,2.18,,,9.8,6.5,11.4,1.1,1.6
143,2018-04-15,12.8,9,17.9,,4,2,50.1,7.1,1004.9,1011.3,9.9,22.11,,,4,1.8,15.8,4.3,6.1
143,2018-04-16,12.2,6.4,19.2,,2.7,3,57,7.7,1013.1,1019.5,10.5,23.7,,,4.6,0.3,17.3,4,5.7
143,2018-04-17,14.6,8.3,21.8,,1.2,4.1,55.8,8.4,1012.9,1019.3,10.1,22.47,,,4.4,0.8,18.9,4.1,5.9
143,2018-04-18,16.9,8.5,24.9,,1.5,2.3,43.4,7.3,1009.9,1016.3,11.8,25.2,,,0,0,20.5,5.2,7.5
143,2018-04-19,19.2,9.5,28,,2.1,-2.5,30.1,5.4,1009.9,1016.2,12,25.23,,,0,0,21.5,7.4,10.6
143,2018-04-20,21.5,11.1,30.5,,1.3,3.8,33.9,8.1,1012.8,1019.1,12,24.25,,,0,0,24.3,5,7.1
143,2018-04-21,21.8,13,32,,1.3,2.9,35.1,7.9,1011.4,1017.6,11.2,24.68,,,3,0.4,24.9,6.1,8.7
143,2018-04-22,16.1,12.2,21.5,0,2.9,8.4,61.8,11.2,1013.1,1019.4,0.9,6.8,,,8.3,4.6,16.9,2.6,3.7
143,2018-04-23,10.4,9.5,12.8,38,4.6,8.8,90.6,11.3,1010.9,1017.4,0,1.99,,,10,7.9,12.1,0.5,0.7
143,2018-04-24,11.2,9.7,12.9,9,2.6,9.3,88.6,11.8,1004.5,1011,0,4.14,,,9.6,7.3,12.9,1.1,1.6
143,2018-04-25,13.2,5.1,21.8,,1.6,0.8,50.3,6.7,1006.9,1013.3,12.4,26.5,,,0.9,0,18.2,5,7.1
143,2018-04-26,16.4,5.5,25.9,,1.3,2,44.9,7.2,1006.9,1013.2,11.3,22.05,,,5.4,1.1,18.4,4.9,6.9
143,2018-04-27,17.4,12.1,24,,2.8,1.4,35.1,6.8,1007.5,1013.8,11.2,23.2,,,1.8,0.9,21,5.2,7.4
143,2018-04-28,17.8,8.2,27,,1.8,3.4,43.1,7.9,1009.4,1015.7,12,25.83,,,0,0,22,5.8,8.3
143,2018-04-29,19,9.7,27.8,,1.8,2,37.1,7.5,1006.5,1012.7,12.3,27.15,,,3.1,0.8,23.1,6.4,9.1
143,2018-04-30,21,14.9,28.3,,1.9,11,54.9,13.2,1007.8,1014,11.3,24.07,,,3,2.3,25.9,4.7,6.7
143,2018-05-01,20.1,14.9,24.6,,1.5,14.2,70,16.2,1008.2,1014.4,3.7,14.36,,,6.8,5.4,22.8,2.5,3.6
143,2018-05-02,15.1,13.4,19.5,7.5,3.2,12.5,85.1,14.7,999.2,1005.4,0,3.65,,,9.8,8.3,17.2,2,2.8
143,2018-05-03,14.1,9.5,19.3,0.2,5.3,1,43.6,6.7,1001.7,1008,10.3,22.21,,,4.4,4.1,15.1,5.7,8.1
143,2018-05-04,16.1,7.2,23,,4.1,-3.6,33.5,5,1006.2,1012.5,12.7,27.69,,,0.1,0.1,18.6,9.2,13.1
143,2018-05-05,19.9,10.9,27.9,,1.9,0.6,29.5,6.6,1008.9,1015.2,9.6,21.95,,,5.3,3,21.8,5.2,7.5
143,2018-05-06,16.2,14.9,18.7,10.5,1.7,15.1,93.5,17.2,1001.7,1008,0,1.94,,,10,6.9,17.2,0.6,0.8
143,2018-05-07,15.5,13.4,18.9,19.5,2.7,13.3,87.4,15.3,1001.4,1007.6,0.3,9.16,,,8.8,5.6,17.4,1.7,2.4
143,2018-05-08,14.3,12.9,16.7,,3.7,8.4,68.5,11.2,1009,1015.3,0.4,9.25,,,8.5,7.5,14.8,2.3,3.2
143,2018-05-09,12.9,11.1,17.1,,3.4,5.7,62.6,9.2,1015.8,1022.2,6.2,19.74,,,6.3,6,18.3,3.6,5.1
143,2018-05-10,17.6,11,25,,1.7,6.1,51.4,9.5,1015.6,1021.9,10.4,26,,,3.1,3,23.5,5,7.2
143,2018-05-11,19.7,11.3,26.9,,1.7,6.3,46.5,9.6,1011,1017.3,11.3,26.09,,,5.1,0.3,25,5.4,7.7
143,2018-05-12,17.7,15.4,19.9,9,1.1,12,70.5,14.2,1005.5,1011.8,0,3.27,,,10,5.6,18.2,1,1.5
143,2018-05-13,20.6,16.3,25.9,5,2.3,13.6,68.3,15.8,1000.7,1006.9,7.1,20.76,,,5,3.6,21.8,4.7,6.8
143,2018-05-14,22.2,14.2,29.6,,1.6,11.7,55.8,13.8,1004.5,1010.7,12,26.21,,,0.8,0,25.7,5.3,7.5
143,2018-05-15,24.6,17.2,32,0,1.3,13.4,53.6,15.5,1004.4,1010.5,8.9,22.94,,,6.4,0.8,28.5,4.7,6.7
143,2018-05-16,24.8,22.6,27,0,1.3,20.5,77.8,24.2,1001.5,1007.6,0,5.49,,,9.4,7.3,24.8,1.7,2.4
143,2018-05-17,26.5,23.6,30.6,,2,20,68.6,23.4,999.3,1005.3,6.2,18.87,,,8.4,6.8,30.9,3.8,5.4
143,2018-05-18,16.9,12.6,25,4,4,14.3,85.1,16.8,999.8,1006.1,0.1,7.36,,,9.9,7.1,19.8,1.8,2.6
143,2018-05-19,14.4,11.2,18.3,,4.4,6.8,62.1,9.9,1011.3,1017.6,7.2,20.81,,,4.8,4.5,19.6,4,5.8
143,2018-05-20,14.4,8.9,19.2,,3.9,7.6,65.1,10.4,1014,1020.4,8.6,22.67,,,5.6,3.1,19.2,4.3,6.1
143,2018-05-21,15.2,13.4,19.2,,3.8,10,71.6,12.3,1013,1019.4,2.2,12.38,,,8.4,5.3,20.5,2.6,3.7
143,2018-05-22,18.5,10.8,25.6,6,1.6,11.8,69.6,13.9,1006.6,1012.8,5,18.89,,,7.4,5.6,23.2,3.3,4.7
143,2018-05-23,20.1,14.9,26.6,22,2.5,10,59.4,12.9,1000.6,1006.7,10.5,27.27,,,3.3,2.8,24,6.2,8.9
143,2018-05-24,21.2,11.3,30.2,,1.9,6.5,45.6,9.9,1003.1,1009.3,12.9,28.3,,,0.6,0,24.3,7.3,10.4
143,2018-05-25,22.8,15.4,29.4,,1.8,7.3,40.1,10.4,1001.4,1007.5,10.1,24.17,,,5.5,0,25.9,5.5,7.8
143,2018-05-26,22.5,14.8,30.6,,1.7,9.1,47.8,11.7,1002.5,1008.7,13.2,28.02,,,0.6,0,28,6.2,8.9
143,2018-05-27,22.2,15.4,28.2,,1.4,12.4,56.3,14.4,1003.8,1010,3.2,15.75,,,8.4,3.5,24.8,3.5,5
143,2018-05-28,22.8,18.2,27.7,,1.6,14.2,60.1,16.2,1004,1010.2,8,20.69,,,6.9,2,27.8,4.1,5.9
143,2018-05-29,23.9,17.4,29.9,0,1.2,16,64.3,18.2,1004.7,1010.8,7.1,21.4,,,7,4.1,28.3,4.2,5.9
143,2018-05-30,21.9,17.8,29.1,16,1.6,17.9,79.3,20.5,1003.2,1009.3,5.3,15.97,,,7.6,2.6,25.4,3.4,4.8
143,2018-05-31,21.8,17.9,27.6,,2.1,11.2,53.8,13.5,1004.3,1010.5,11.3,26.68,,,4.6,1,25.6,5.4,7.7
143,2018-06-01,24.3,15.5,32.2,,1.3,12.5,53.1,14.6,1007.8,1013.9,13.1,28.04,,,1.3,1.3,29.4,6.2,8.8
143,2018-06-02,26.8,18.8,33.9,,1.9,11.4,42.4,13.6,1007.8,1013.8,12.7,27.77,,,1.8,0.1,31.3,7,10
143,2018-06-03,25.2,18.4,32.1,,1.3,9.8,42.1,12.5,1006.3,1012.4,9.7,24.3,,,3.9,0.6,30.1,6.1,8.7
143,2018-06-04,25.3,19.2,30.8,,1.6,13.1,48.9,15.1,1005.9,1012,7.9,20.61,,,6.5,2.4,29.7,4.7,6.7
143,2018-06-05,22.6,20.4,26,0.1,1.6,15.2,64,17.3,1005.8,1011.9,3.5,13.95,,,8.6,3,27,2.9,4.1
143,2018-06-06,24.6,17.6,31.5,,1.1,14.5,57.9,16.7,1004.9,1010.9,10.1,23.28,,,3.4,0.4,29.1,4.7,6.8
143,2018-06-07,27,19.6,33.8,,1.5,15.2,52.5,17.4,1004,1010,12.3,26.84,,,0.4,0.4,32.1,6.2,8.8
143,2018-06-08,25.6,21.2,31.7,,2.4,13.4,50.1,15.6,1001.1,1007.2,11.9,24.76,,,3,0.1,31.9,6.1,8.7
143,2018-06-09,20.2,18,23.3,,5.3,12.7,62.8,14.7,1003,1009.2,5,19.64,,,6.8,6,27.1,4.4,6.3
143,2018-06-10,18.7,15.8,22.4,0.5,4.4,13.2,71.5,15.2,999.7,1005.9,2,14.3,,,9.9,7.3,24.2,2.9,4.1
143,2018-06-11,17,15.3,19.6,21,2.4,13.5,81,15.6,995.4,1001.6,0,7.19,,,10,6.8,19.5,1.9,2.7
143,2018-06-12,19.1,15.2,25.6,,2.2,12,64.4,14,997.5,1003.7,2.9,15.17,,,8.3,7,22.6,3.3,4.7
143,2018-06-13,20.3,17.3,25.2,,3,13.4,65,15.4,1001.9,1008,6.3,20.69,,,5.8,5.5,25.2,4.4,6.4
143,2018-06-14,20.1,17.3,24.2,,4,12.8,64.1,14.8,1003.3,1009.5,8,23.39,,,6,5.5,25.9,4.8,6.9
143,2018-06-15,19.1,17.2,23.1,,4,10.7,59,12.9,1006.1,1012.3,7.6,22.45,,,6.8,6.8,25,5,7.2
143,2018-06-16,18.7,16,22.6,,3.5,10.6,60.1,12.7,1007.6,1013.8,7.6,21.22,,,4.8,4.3,25,4.6,6.6
143,2018-06-17,21.9,13.7,29,,1.8,11.9,57.8,14.1,1004.4,1010.6,7.6,20.76,,,5.5,1.1,27.5,4.1,5.8
143,2018-06-18,25.4,18.9,32.4,,1.4,15.1,56.3,17.2,1000.5,1006.5,6.9,20.9,,,6.5,3.3,30.2,4.3,6.1
143,2018-06-19,22.4,20.3,25,1.5,1.1,17.6,74.8,20.1,998.7,1004.8,0,7.62,,,9.5,5,23.9,2.1,3
143,2018-06-20,24.7,18.7,29.5,,2.4,14.1,55.3,16.2,996.7,1002.7,10.6,24.79,,,5.1,1.1,28.8,5.5,7.9
143,2018-06-21,25.4,19.1,31.8,,2.2,10.2,42.4,12.8,999.8,1005.9,13,29.19,,,2.9,0.1,30.8,7.3,10.4
